amount,payment_method,failure_reason,attempt_count,days_since_failure,day_of_month,hour_of_day,previous_successes,previous_failures,previous_recovery_success,is_subscription,recovery_succeeded
999.47,upi,bank_outage,1,0.4,13,14,4,2,True,0,1
1978.62,upi,card_expired,1,0.8,30,18,14,0,True,0,0
1271.62,upi,card_expired,2,0.1,26,9,5,1,False,0,0
6165.1,card,insufficient_funds,1,2.6,24,11,2,0,False,0,0
431.34,netbanking,network_timeout,1,6.9,15,5,6,1,True,0,1
2810.77,card,insufficient_funds,1,1.7,5,14,2,1,False,0,1
622.44,upi,authentication_failed,1,1.1,6,7,4,0,True,0,1
3601.17,card,card_expired,2,0.7,26,10,4,0,False,0,1
1704.43,upi,bank_outage,2,2.7,18,17,14,1,False,0,1
475.75,card,authentication_failed,2,0.0,14,8,4,0,False,0,1
5698.78,card,network_timeout,2,1.3,31,11,5,0,True,0,1
253.47,upi,card_expired,2,0.0,6,17,16,0,True,1,0
2372.55,card,card_expired,1,1.0,4,18,0,0,False,1,0
4546.31,card,card_expired,2,2.4,11,17,10,0,False,0,0
8425.84,upi,insufficient_funds,1,3.0,28,15,1,1,False,0,1
572.98,netbanking,authentication_failed,1,0.2,27,16,3,0,False,0,1
1533.91,card,insufficient_funds,2,9.2,20,16,5,0,True,0,1
6472.31,subscription_mandate,card_expired,2,0.2,5,14,6,1,True,1,1
6878.23,upi,network_timeout,1,0.8,26,12,6,0,True,0,0
7728.49,netbanking,card_expired,3,0.1,27,8,11,2,False,1,0
24475.39,upi,authentication_failed,1,0.6,26,18,6,1,False,0,1
1544.07,upi,insufficient_funds,1,5.1,25,13,8,3,False,0,1
3412.31,upi,insufficient_funds,1,6.4,4,18,6,0,True,0,1
1787.77,upi,bank_outage,2,0.5,30,13,5,3,False,0,1
412.57,subscription_mandate,card_expired,4,8.1,13,15,2,1,False,1,0
2250.7,card,authentication_failed,2,1.1,25,22,5,0,True,0,0
405.48,card,card_expired,1,6.9,18,7,1,0,False,0,0
1527.3,card,insufficient_funds,1,0.1,12,10,4,0,False,0,1
651.1,subscription_mandate,insufficient_funds,1,1.0,26,10,5,1,True,1,1
3622.69,card,card_expired,2,3.8,10,19,4,3,True,0,0
1211.15,upi,bank_outage,5,0.3,10,8,12,0,False,0,1
489.46,netbanking,insufficient_funds,3,0.2,7,18,4,2,True,1,0
5319.28,subscription_mandate,bank_outage,1,5.6,30,8,1,2,False,1,1
1417.46,card,authentication_failed,1,0.4,5,22,2,0,False,0,1
1654.26,upi,card_expired,1,2.7,2,8,17,1,False,1,1
1012.34,subscription_mandate,bank_outage,1,3.4,2,3,3,2,False,1,1
6864.84,card,insufficient_funds,5,3.9,18,20,23,0,False,0,0
3113.39,upi,network_timeout,1,3.4,4,20,8,1,True,0,1
1405.6,card,insufficient_funds,2,0.9,21,12,11,0,True,0,1
435.88,upi,bank_outage,1,10.7,11,15,6,2,False,0,1
23378.47,upi,insufficient_funds,2,2.2,18,9,2,1,False,0,0
14493.14,card,insufficient_funds,3,0.3,30,21,6,0,False,0,1
8944.48,card,insufficient_funds,1,0.9,2,18,5,1,False,0,1
1296.14,card,insufficient_funds,2,3.1,17,19,8,0,True,0,1
1554.87,card,authentication_failed,1,0.6,15,19,9,0,True,0,1
3500.28,upi,insufficient_funds,1,3.4,1,14,5,0,True,1,1
1091.74,card,high_risk_fraud,1,2.0,6,11,12,0,True,0,0
1001.79,card,card_expired,1,2.4,19,23,11,2,False,0,0
9069.77,upi,insufficient_funds,2,0.6,17,12,6,0,False,0,0
2322.44,upi,card_expired,1,0.1,21,22,5,0,True,0,0
890.8,upi,insufficient_funds,1,4.0,12,10,6,3,False,0,1
5752.56,subscription_mandate,network_timeout,2,0.1,2,15,2,1,False,1,1
1456.06,card,insufficient_funds,2,0.2,26,14,15,1,True,0,1
410.99,netbanking,authentication_failed,4,0.1,7,10,7,0,False,0,0
878.9,card,insufficient_funds,1,2.7,2,10,5,1,True,0,1
1533.27,upi,insufficient_funds,1,3.3,7,18,17,0,True,0,1
2974.89,subscription_mandate,insufficient_funds,1,4.5,14,11,7,1,True,1,1
2848.55,netbanking,bank_outage,3,2.8,8,16,9,0,False,1,1
7368.68,upi,card_expired,1,14.0,27,13,11,2,True,0,0
1971.74,upi,authentication_failed,3,0.1,19,9,14,1,True,0,1
1605.05,card,card_expired,3,1.3,21,10,15,2,False,0,1
7484.14,upi,insufficient_funds,1,0.6,2,11,6,0,False,0,1
5888.93,upi,network_timeout,1,12.4,6,10,4,2,True,0,1
2014.02,subscription_mandate,bank_outage,1,0.2,18,7,0,0,False,1,1
3174.25,upi,network_timeout,1,1.1,26,0,15,1,True,0,1
1591.15,card,card_expired,5,6.0,28,18,2,0,False,0,0
857.53,upi,network_timeout,1,0.9,11,10,5,0,True,0,1
17632.74,card,insufficient_funds,2,1.9,28,20,2,0,False,0,1
1498.62,card,high_risk_fraud,1,1.7,17,2,11,0,True,0,0
3182.73,card,insufficient_funds,2,0.8,23,18,5,1,True,1,1
624.02,upi,network_timeout,1,0.3,19,10,13,0,True,0,1
4735.33,card,insufficient_funds,1,2.0,31,16,12,1,True,0,1
824.46,card,network_timeout,2,3.0,4,16,5,1,True,0,1
11049.75,card,authentication_failed,1,4.0,18,10,8,2,False,0,1
12303.87,netbanking,authentication_failed,4,5.9,21,9,6,1,True,1,1
4060.56,upi,card_expired,2,1.4,17,19,1,0,False,0,0
2706.45,card,card_expired,1,1.0,22,10,12,0,True,0,0
2061.78,card,network_timeout,1,2.0,1,8,6,0,True,0,1
2338.37,upi,bank_outage,1,1.3,20,16,1,0,False,0,1
3527.38,card,bank_outage,1,0.4,19,10,3,1,False,0,1
2645.91,upi,insufficient_funds,1,6.7,21,17,4,0,True,0,1
5904.88,card,card_expired,1,0.8,19,12,5,1,False,1,1
1067.99,subscription_mandate,card_expired,3,3.2,8,11,8,1,False,1,0
9655.41,card,bank_outage,4,2.4,27,6,10,2,True,0,1
1668.38,upi,insufficient_funds,1,1.0,8,10,2,1,False,0,0
1247.27,card,card_expired,2,1.4,24,10,6,0,False,0,0
3382.43,subscription_mandate,network_timeout,1,1.8,8,17,5,4,True,1,0
3582.79,subscription_mandate,card_expired,1,7.0,22,13,2,0,False,1,1
511.32,upi,authentication_failed,1,1.1,9,20,7,1,True,0,1
1582.88,upi,insufficient_funds,1,0.6,27,7,2,0,False,1,1
345.56,card,card_expired,1,2.4,12,13,8,0,False,0,0
1328.58,netbanking,card_expired,2,0.8,13,10,2,0,False,0,1
1381.08,upi,card_expired,1,0.8,8,13,6,0,False,0,1
3189.8,card,bank_outage,2,0.6,11,9,5,1,False,0,1
1201.09,upi,insufficient_funds,1,2.1,30,11,9,1,False,0,1
1486.32,upi,card_expired,1,1.2,29,16,14,0,True,1,1
7891.16,netbanking,insufficient_funds,1,0.9,3,18,3,0,False,0,0
15642.91,upi,bank_outage,1,5.9,20,14,2,0,False,0,1
1065.49,upi,network_timeout,1,0.3,27,11,18,0,False,0,1
6107.86,upi,insufficient_funds,1,1.0,19,11,8,2,True,1,1
3460.01,card,card_expired,2,0.6,12,13,19,0,False,0,1
510.35,card,card_expired,1,5.8,25,14,4,0,True,0,1
1197.45,card,network_timeout,2,3.6,19,18,16,2,True,1,1
159.96,upi,insufficient_funds,1,3.7,6,21,5,1,True,0,1
3265.64,card,card_expired,1,2.5,10,9,7,1,False,0,1
926.01,card,network_timeout,1,0.9,3,20,2,0,False,0,1
2753.24,card,card_expired,1,1.6,28,14,7,0,True,0,0
24682.67,card,network_timeout,1,0.4,6,11,15,1,True,0,1
10237.62,upi,card_expired,1,1.8,3,9,4,0,True,1,0
1223.77,card,authentication_failed,3,6.2,29,16,4,2,True,0,0
984.46,card,insufficient_funds,1,0.7,9,16,10,1,True,1,1
7814.09,upi,insufficient_funds,1,0.5,20,20,14,1,True,0,1
988.0,card,card_expired,1,1.2,30,11,6,2,False,1,1
5955.14,card,card_expired,3,3.5,4,14,4,1,True,1,1
28631.96,card,bank_outage,1,1.2,12,15,5,0,True,0,1
4482.23,netbanking,insufficient_funds,1,1.0,7,18,6,1,True,1,1
7084.13,card,insufficient_funds,4,1.3,8,19,4,1,True,0,0
6381.94,upi,network_timeout,3,3.0,28,17,6,1,True,0,1
1478.25,subscription_mandate,insufficient_funds,1,0.1,10,10,4,2,False,1,1
3169.0,upi,network_timeout,1,3.2,8,13,17,0,False,0,1
1031.95,card,bank_outage,1,2.2,4,14,10,0,False,0,1
7792.64,upi,insufficient_funds,3,3.5,24,22,5,2,False,0,1
919.09,upi,network_timeout,2,2.6,11,14,3,1,False,0,0
4586.58,card,authentication_failed,1,2.3,3,4,4,4,False,0,1
6758.43,upi,network_timeout,1,0.4,10,17,12,1,True,0,0
1567.95,card,insufficient_funds,1,6.1,28,12,7,1,True,0,1
1275.51,card,card_expired,2,2.4,9,13,7,1,False,0,0
2094.93,card,authentication_failed,2,2.5,26,17,7,0,True,1,1
1093.14,card,bank_outage,1,0.5,3,21,2,0,False,0,1
2809.49,card,insufficient_funds,1,4.1,11,18,3,1,False,1,1
1069.27,upi,insufficient_funds,2,3.8,19,10,7,0,False,0,1
1141.27,subscription_mandate,bank_outage,2,0.1,1,9,15,1,False,1,1
3992.66,card,network_timeout,1,7.9,22,22,10,0,True,0,1
4254.8,upi,authentication_failed,4,1.8,31,9,4,1,False,1,0
1874.01,upi,authentication_failed,1,0.1,22,8,4,0,True,0,1
554.58,card,insufficient_funds,1,2.3,26,19,12,1,False,1,1
7000.76,card,bank_outage,1,0.3,6,12,3,1,False,0,1
1630.17,card,insufficient_funds,2,1.7,16,5,11,2,False,0,1
15616.5,card,insufficient_funds,1,4.5,21,15,1,0,False,1,0
2166.44,card,insufficient_funds,1,1.3,14,11,3,1,False,1,1
2757.83,card,authentication_failed,1,2.9,28,12,9,0,False,1,1
1654.78,upi,insufficient_funds,1,2.2,25,15,4,0,False,1,1
3038.35,card,card_expired,1,2.8,31,23,9,1,True,0,1
55765.5,card,card_expired,1,0.7,23,8,14,1,True,0,0
1782.78,card,insufficient_funds,1,5.2,28,10,6,0,True,1,1
7697.84,upi,card_expired,4,1.2,25,18,4,1,True,0,0
2648.03,card,insufficient_funds,1,2.9,5,8,3,0,False,0,1
7019.27,upi,card_expired,1,0.2,28,22,12,0,True,0,1
428.93,card,card_expired,1,0.2,30,11,6,2,True,1,0
14050.3,card,network_timeout,2,0.0,21,15,6,1,True,0,1
3317.35,subscription_mandate,network_timeout,1,1.3,11,9,7,0,False,1,1
1917.97,card,network_timeout,2,0.5,14,11,1,1,False,1,1
5502.62,card,card_expired,2,0.5,1,14,9,0,False,0,1
2778.09,card,insufficient_funds,1,2.7,1,21,4,0,True,0,1
868.62,subscription_mandate,card_expired,4,0.6,12,11,1,1,False,1,0
275.63,upi,high_risk_fraud,2,3.7,10,20,10,1,True,0,0
12625.23,upi,insufficient_funds,2,3.7,10,9,7,0,False,0,1
1997.07,subscription_mandate,insufficient_funds,2,2.6,7,3,4,1,True,1,1
1405.8,card,authentication_failed,1,0.2,21,19,5,1,True,0,1
1507.65,subscription_mandate,authentication_failed,2,5.9,12,17,3,2,False,1,1
9118.15,card,insufficient_funds,2,1.1,31,8,2,0,False,0,1
1570.11,upi,network_timeout,3,3.7,28,2,2,2,False,0,1
4358.7,card,card_expired,4,0.0,23,18,2,1,False,0,0
1805.93,card,card_expired,1,10.0,26,9,7,0,False,1,1
788.93,subscription_mandate,card_expired,2,0.8,22,13,3,0,False,1,1
5492.6,card,high_risk_fraud,1,0.8,7,19,11,2,True,1,0
6586.02,subscription_mandate,insufficient_funds,2,0.6,6,14,6,3,True,1,0
1324.27,card,network_timeout,2,4.2,16,20,10,2,False,0,1
2359.06,upi,insufficient_funds,3,8.6,23,3,1,1,False,1,0
2663.26,subscription_mandate,bank_outage,2,0.2,17,12,8,0,False,1,1
3643.18,card,bank_outage,2,0.2,9,9,3,0,False,1,1
14388.17,subscription_mandate,network_timeout,1,2.8,3,12,6,1,True,1,1
1823.51,upi,authentication_failed,2,0.6,9,17,4,2,True,0,1
1813.4,upi,network_timeout,1,0.2,28,19,1,1,False,1,1
2084.36,card,network_timeout,1,0.8,14,8,2,0,False,1,1
1045.25,upi,insufficient_funds,1,4.2,29,11,5,1,True,1,1
518.04,upi,high_risk_fraud,1,0.1,28,12,12,0,True,0,0
2752.84,upi,card_expired,2,0.5,5,10,10,1,True,1,1
3922.75,card,card_expired,1,1.0,7,9,6,1,True,0,1
2445.99,card,card_expired,1,0.5,17,18,9,0,False,0,1
2306.68,netbanking,card_expired,2,4.2,28,19,9,1,True,0,1
1086.96,card,bank_outage,1,0.2,9,3,6,1,False,0,1
3063.04,upi,insufficient_funds,1,0.2,16,20,3,1,False,0,1
2843.73,subscription_mandate,insufficient_funds,1,5.8,13,18,15,1,False,1,1
3742.1,card,authentication_failed,1,2.3,3,10,6,2,False,1,0
3265.96,card,authentication_failed,2,2.9,17,15,14,1,False,0,0
3478.77,upi,card_expired,2,1.2,21,13,6,2,False,1,0
7997.65,card,high_risk_fraud,2,14.0,20,9,8,0,True,1,0
4084.59,upi,card_expired,1,0.5,21,8,3,0,False,0,0
3761.41,upi,card_expired,1,2.6,25,15,12,0,True,1,1
508.64,upi,authentication_failed,2,0.2,30,3,2,0,False,1,1
6299.01,card,bank_outage,2,1.9,30,18,3,1,False,0,0
1866.71,upi,network_timeout,1,0.2,10,16,5,0,True,0,1
2620.94,upi,card_expired,1,1.6,5,16,7,1,True,0,0
776.18,card,card_expired,1,0.5,4,14,11,2,False,0,0
16008.68,upi,insufficient_funds,1,0.1,25,15,4,0,False,0,1
263.28,subscription_mandate,high_risk_fraud,1,0.5,14,20,4,1,False,1,0
9314.25,upi,insufficient_funds,2,1.3,16,14,11,1,True,1,0
3578.31,upi,card_expired,1,2.4,9,10,13,0,False,0,1
439.32,card,insufficient_funds,2,3.7,9,17,8,0,False,0,0
15256.45,card,bank_outage,1,9.3,17,11,1,0,False,1,1
3875.34,card,card_expired,1,2.0,8,19,9,2,True,1,1
292.22,card,network_timeout,2,3.0,18,12,13,0,False,0,0
1668.68,subscription_mandate,card_expired,1,1.1,24,10,6,1,True,1,0
3948.39,card,insufficient_funds,4,1.7,11,7,13,0,False,0,0
11406.22,netbanking,insufficient_funds,1,5.2,18,11,2,1,False,1,1
1688.64,card,insufficient_funds,2,0.6,30,13,12,1,False,0,1
225.38,card,network_timeout,1,4.7,24,7,9,0,True,0,1
9073.55,card,network_timeout,1,3.3,6,22,9,1,True,0,1
3821.44,card,insufficient_funds,1,1.4,10,15,6,0,True,0,1
327.24,upi,card_expired,1,1.4,7,18,1,2,False,0,1
3322.35,subscription_mandate,insufficient_funds,1,0.4,17,7,13,0,True,1,1
3654.48,netbanking,authentication_failed,1,2.9,12,12,3,0,False,0,1
1822.12,card,high_risk_fraud,2,2.1,9,12,2,1,False,0,0
1159.15,upi,network_timeout,1,3.4,17,16,9,0,True,1,1
1409.85,card,insufficient_funds,1,0.3,18,13,6,1,True,1,1
1821.07,subscription_mandate,card_expired,1,0.2,17,10,8,0,True,1,0
3358.5,upi,high_risk_fraud,4,6.0,13,17,9,1,True,0,0
4961.8,card,insufficient_funds,1,1.3,22,16,8,0,True,1,1
353.17,card,bank_outage,2,1.3,8,12,7,2,True,0,1
3072.89,card,authentication_failed,1,2.7,3,19,6,1,True,0,1
3786.33,card,network_timeout,1,0.4,2,8,3,0,False,0,1
2841.9,subscription_mandate,bank_outage,1,0.0,30,13,2,0,False,1,1
1695.33,upi,card_expired,4,5.6,9,19,2,0,False,0,0
8758.93,subscription_mandate,authentication_failed,1,1.0,2,17,12,3,True,1,1
8184.21,card,card_expired,1,5.2,5,13,6,0,False,1,1
1755.32,upi,authentication_failed,2,2.8,20,7,6,0,True,0,0
2264.77,card,card_expired,1,7.3,10,3,2,0,False,1,1
4888.58,upi,network_timeout,3,0.3,17,16,5,0,True,0,0
7741.61,card,authentication_failed,1,2.2,24,12,5,1,True,0,1
1171.49,card,bank_outage,3,2.1,8,12,7,1,True,1,1
951.86,upi,insufficient_funds,2,4.9,7,12,7,1,True,1,1
3123.61,card,insufficient_funds,1,0.4,12,9,7,1,False,0,1
887.83,upi,network_timeout,4,6.9,14,14,9,0,True,0,1
423.9,upi,bank_outage,5,3.9,16,11,2,1,False,0,0
1166.38,card,insufficient_funds,2,1.9,27,6,13,0,True,0,1
3552.64,subscription_mandate,authentication_failed,1,2.1,2,20,3,0,False,1,1
9879.82,upi,authentication_failed,2,1.3,26,13,4,1,True,1,0
1289.63,netbanking,authentication_failed,1,1.1,12,10,5,3,True,0,1
2182.36,upi,bank_outage,3,1.3,27,17,11,1,False,0,1
2807.33,upi,high_risk_fraud,1,0.0,13,19,7,1,False,0,0
1361.39,upi,authentication_failed,2,0.4,5,10,5,1,False,0,0
1268.45,netbanking,insufficient_funds,2,1.7,16,20,5,1,True,0,1
3299.37,upi,high_risk_fraud,4,7.4,25,15,9,1,True,0,0
830.74,card,card_expired,2,0.9,15,10,6,0,True,0,0
1223.32,card,authentication_failed,2,1.4,2,17,8,0,True,0,1
2033.82,upi,network_timeout,2,6.2,31,15,0,0,False,0,0
3262.39,card,bank_outage,1,8.5,24,20,5,0,True,0,1
624.08,card,insufficient_funds,1,2.0,28,19,16,2,False,0,1
2169.53,card,insufficient_funds,4,3.9,29,15,2,1,False,1,0
763.74,upi,insufficient_funds,1,1.2,22,15,9,0,False,0,1
1318.46,card,bank_outage,2,6.1,16,9,4,2,True,0,1
4962.99,upi,authentication_failed,1,0.2,31,17,1,0,False,0,1
2283.67,upi,insufficient_funds,1,3.5,1,18,9,0,True,0,1
10961.7,netbanking,insufficient_funds,1,1.7,11,23,1,0,False,1,1
2287.06,card,bank_outage,5,8.6,12,10,4,1,True,0,0
5832.56,upi,insufficient_funds,1,1.1,10,14,11,0,False,0,1
4990.53,upi,insufficient_funds,1,0.7,5,21,4,1,False,0,1
2411.74,upi,insufficient_funds,1,1.7,15,17,3,0,False,0,1
746.89,upi,bank_outage,1,4.0,8,11,8,2,True,1,1
2220.28,card,bank_outage,1,1.3,22,4,5,0,True,0,1
1510.97,subscription_mandate,authentication_failed,1,0.2,26,22,6,0,True,1,1
1459.32,card,insufficient_funds,2,1.0,22,15,11,1,False,0,1
2808.03,netbanking,insufficient_funds,2,5.2,20,18,8,1,True,0,1
662.08,upi,network_timeout,2,9.4,21,7,0,2,False,0,0
1111.58,card,high_risk_fraud,2,0.4,11,14,1,1,False,0,0
981.56,upi,card_expired,1,1.1,6,20,6,2,True,1,1
1941.46,card,authentication_failed,2,1.9,10,15,1,1,False,1,0
1222.5,upi,network_timeout,2,5.7,7,11,7,1,False,1,1
1297.01,upi,authentication_failed,2,4.2,18,10,13,0,False,0,1
2757.05,card,card_expired,2,0.7,10,7,11,0,True,0,0
1634.16,card,insufficient_funds,2,0.3,15,0,6,0,False,0,1
2451.18,upi,insufficient_funds,2,0.1,14,11,19,1,True,0,1
894.15,card,network_timeout,3,0.4,20,14,21,2,True,0,1
1157.97,subscription_mandate,authentication_failed,1,0.7,12,20,9,3,True,1,1
15317.41,upi,card_expired,1,2.8,21,22,1,1,False,0,0
1302.88,upi,insufficient_funds,2,0.5,21,7,8,2,False,0,1
366.58,card,insufficient_funds,2,0.2,17,10,1,0,False,0,0
3320.65,upi,bank_outage,2,2.1,21,3,21,3,True,0,1
1290.56,subscription_mandate,authentication_failed,1,0.6,9,11,3,2,False,1,1
3039.54,card,card_expired,1,2.2,10,16,5,2,True,0,1
2251.65,card,bank_outage,2,1.6,22,12,6,0,True,0,0
4003.36,card,card_expired,1,0.9,24,18,3,2,False,1,0
2231.3,card,authentication_failed,1,2.7,16,6,10,0,False,1,1
1990.42,upi,network_timeout,1,0.4,12,15,13,0,True,0,1
6857.71,upi,insufficient_funds,1,6.1,2,23,0,1,False,1,1
331.51,upi,bank_outage,1,3.1,2,9,15,0,True,0,1
740.3,card,network_timeout,1,3.5,24,21,2,1,False,1,1
1161.44,card,authentication_failed,1,5.0,21,18,13,3,True,0,1
531.89,card,bank_outage,5,4.1,14,11,10,0,True,0,1
1585.34,netbanking,insufficient_funds,1,1.1,25,12,4,0,True,1,1
1450.59,upi,bank_outage,4,2.3,18,8,12,0,True,0,1
5867.77,card,bank_outage,1,0.8,22,16,6,0,True,0,1
2254.21,upi,insufficient_funds,2,1.5,14,14,8,1,True,0,0
2014.83,card,high_risk_fraud,1,1.4,6,9,4,0,False,0,0
1733.93,card,insufficient_funds,1,5.2,24,13,7,2,False,1,1
946.91,card,authentication_failed,1,4.2,14,21,3,0,False,1,1
5440.98,subscription_mandate,card_expired,1,14.0,24,21,22,3,False,1,1
7252.27,upi,insufficient_funds,4,7.5,25,18,1,2,False,1,1
819.79,upi,card_expired,1,3.7,13,8,4,2,True,0,1
10488.66,card,bank_outage,1,2.5,3,11,1,1,False,1,0
1334.24,card,authentication_failed,1,7.0,31,15,6,1,False,1,0
1239.84,upi,card_expired,1,1.9,30,9,6,1,True,0,1
3735.04,card,insufficient_funds,3,1.9,29,19,15,0,True,0,1
4047.44,subscription_mandate,authentication_failed,2,2.0,2,16,4,2,True,1,1
2288.98,upi,bank_outage,1,0.4,13,10,13,0,True,1,1
1787.09,card,insufficient_funds,1,1.9,6,19,1,0,False,1,1
7010.17,upi,authentication_failed,1,1.3,21,16,6,2,True,1,1
1392.74,subscription_mandate,insufficient_funds,2,0.8,20,18,8,0,False,1,1
2294.13,upi,insufficient_funds,1,2.1,25,15,6,1,True,0,1
11208.29,upi,card_expired,3,8.1,15,21,2,0,False,0,0
732.62,subscription_mandate,bank_outage,3,0.8,20,19,4,2,False,1,1
1615.2,card,card_expired,1,1.5,19,21,2,0,False,0,0
6140.26,subscription_mandate,authentication_failed,1,8.3,27,20,3,0,False,1,1
3925.31,card,insufficient_funds,3,4.6,15,15,0,1,False,1,1
5456.79,upi,high_risk_fraud,1,0.8,2,19,1,3,False,0,0
742.04,upi,insufficient_funds,1,0.9,26,11,8,4,True,0,1
3258.44,upi,insufficient_funds,1,5.2,8,7,5,0,False,0,0
1888.08,upi,insufficient_funds,1,6.4,30,13,6,2,True,0,1
18867.11,upi,insufficient_funds,2,0.7,30,8,8,2,True,0,1
5056.55,card,card_expired,3,2.5,24,9,4,0,False,1,1
2392.07,card,authentication_failed,2,0.9,11,15,1,1,False,0,1
3156.78,card,network_timeout,1,2.9,19,10,9,0,True,0,1
2562.81,upi,network_timeout,1,1.7,30,1,7,2,True,1,1
4578.44,card,insufficient_funds,4,4.6,12,10,0,0,False,0,0
1129.27,card,authentication_failed,1,1.5,8,14,8,1,False,0,1
8338.98,subscription_mandate,card_expired,1,1.1,20,13,5,0,True,1,1
740.81,card,network_timeout,1,0.1,29,11,6,1,True,0,1
2935.23,card,network_timeout,3,14.0,25,17,6,0,True,0,0
1162.29,card,insufficient_funds,1,0.6,12,10,13,0,False,0,1
2536.51,card,card_expired,5,0.9,25,17,4,0,False,0,0
5938.53,upi,authentication_failed,1,1.0,28,9,12,1,False,0,0
522.64,card,insufficient_funds,1,2.0,1,6,13,4,False,0,1
2095.34,card,network_timeout,1,1.2,23,11,8,0,True,0,1
667.95,subscription_mandate,high_risk_fraud,1,2.8,22,19,2,1,False,1,0
1898.0,netbanking,card_expired,4,2.6,17,17,0,2,False,0,0
666.37,upi,card_expired,1,0.6,7,17,5,1,False,1,0
2823.15,netbanking,card_expired,2,0.3,26,7,5,0,False,0,0
1663.11,subscription_mandate,network_timeout,2,1.0,17,9,6,0,True,1,1
4781.03,card,card_expired,1,5.6,29,16,4,1,True,0,1
7373.9,upi,card_expired,1,0.5,24,16,7,1,True,0,0
2464.1,upi,insufficient_funds,3,4.4,10,12,14,1,True,0,1
5455.01,card,high_risk_fraud,2,1.6,30,20,16,3,False,0,0
8469.38,card,authentication_failed,1,2.2,12,21,7,0,True,0,0
1064.34,card,bank_outage,3,0.1,2,9,4,0,True,1,1
8879.38,upi,high_risk_fraud,1,0.3,2,10,3,2,False,0,0
2360.8,upi,bank_outage,4,1.6,11,22,7,1,False,0,1
1011.77,upi,high_risk_fraud,2,0.6,8,18,3,2,False,1,0
3192.68,card,insufficient_funds,1,0.8,2,10,5,2,False,0,1
2287.27,card,insufficient_funds,1,0.1,27,20,6,1,True,0,0
687.93,upi,authentication_failed,3,2.6,24,15,3,1,False,0,0
906.01,upi,card_expired,4,0.6,2,14,5,1,True,1,0
10652.85,subscription_mandate,card_expired,1,2.2,6,17,7,2,True,1,0
3136.04,netbanking,network_timeout,1,3.7,27,10,10,0,True,1,1
9261.44,subscription_mandate,bank_outage,1,1.0,4,12,5,1,False,1,1
1677.54,netbanking,insufficient_funds,1,0.2,3,12,4,1,True,0,1
1186.23,subscription_mandate,card_expired,1,1.1,3,12,6,1,True,1,0
536.47,upi,card_expired,1,4.9,25,7,7,1,False,0,1
5832.37,card,insufficient_funds,1,1.3,23,12,7,2,False,0,1
3531.82,card,insufficient_funds,1,4.8,17,8,5,0,False,1,1
1691.23,card,card_expired,3,1.0,3,15,16,0,True,0,0
1195.84,card,network_timeout,1,2.0,19,20,5,2,False,0,1
6729.01,card,card_expired,2,0.4,14,17,10,0,False,0,0
2080.67,subscription_mandate,card_expired,1,1.7,9,12,8,2,False,1,0
2100.9,card,bank_outage,2,2.6,5,13,10,0,False,0,1
1421.27,subscription_mandate,insufficient_funds,3,0.3,2,15,0,0,False,1,1
1691.36,upi,card_expired,1,2.8,20,21,7,0,False,0,0
4004.25,upi,insufficient_funds,2,0.2,21,21,17,1,False,0,0
682.12,upi,bank_outage,1,1.5,5,17,1,0,False,0,1
2624.55,card,insufficient_funds,1,1.5,9,12,3,2,False,0,0
5767.69,upi,card_expired,1,2.4,8,10,5,3,True,0,0
2261.35,card,bank_outage,1,0.4,31,9,4,0,False,0,1
6303.14,subscription_mandate,network_timeout,1,0.7,27,0,6,2,True,1,1
8156.25,card,network_timeout,2,1.4,4,11,8,0,True,1,0
5503.97,card,authentication_failed,1,4.5,1,6,5,2,False,0,0
1504.88,upi,bank_outage,2,1.1,29,16,1,1,False,0,0
2363.99,upi,insufficient_funds,1,4.9,2,8,4,0,False,0,0
3331.55,upi,insufficient_funds,1,0.6,7,18,9,1,True,0,1
1599.15,upi,insufficient_funds,1,0.8,23,11,1,3,False,1,0
1551.85,card,insufficient_funds,2,0.5,6,19,9,1,True,1,1
1470.0,upi,insufficient_funds,3,2.0,7,1,12,1,True,0,0
24081.63,card,card_expired,2,0.2,22,8,7,1,True,0,1
1912.22,card,network_timeout,1,0.8,8,18,4,1,False,0,1
6385.65,card,bank_outage,4,0.2,20,15,12,2,True,0,1
1116.04,card,insufficient_funds,1,0.4,1,8,5,0,True,0,1
11289.15,card,card_expired,5,1.7,30,20,19,2,True,0,0
1735.91,upi,insufficient_funds,1,4.8,16,16,7,1,True,1,1
2559.79,card,card_expired,1,0.7,18,13,7,1,True,1,1
468.98,card,card_expired,1,0.3,13,17,5,1,True,0,0
6667.1,upi,insufficient_funds,1,4.7,17,15,10,0,True,0,1
8102.26,card,insufficient_funds,1,0.7,26,0,19,2,False,0,1
838.37,upi,high_risk_fraud,1,0.8,31,20,3,0,False,1,0
7025.66,subscription_mandate,card_expired,1,4.4,4,18,6,0,True,1,1
732.48,card,bank_outage,1,1.9,15,14,3,0,False,1,1
4310.72,subscription_mandate,insufficient_funds,2,4.2,31,13,5,1,True,1,0
1883.39,card,insufficient_funds,4,0.8,24,18,19,0,False,0,0
8124.41,card,card_expired,4,1.0,2,8,3,0,False,0,0
3054.2,upi,high_risk_fraud,1,3.3,29,21,6,0,True,0,0
5643.85,upi,insufficient_funds,1,1.4,7,20,7,0,False,0,1
7435.2,netbanking,insufficient_funds,2,0.9,5,12,16,0,False,1,1
