amount,payment_method,failure_reason,attempt_count,days_since_failure,day_of_month,hour_of_day,previous_successes,previous_failures,previous_recovery_success,is_subscription,recovery_succeeded
1207.23,upi,card_expired,1,0.2,23,20,2,1,False,0,0
2028.91,card,high_risk_fraud,1,2.3,18,13,3,1,False,1,0
7740.7,netbanking,card_expired,1,0.1,22,0,11,4,False,0,0
1086.17,card,insufficient_funds,1,3.4,30,17,10,0,True,0,1
1431.89,subscription_mandate,insufficient_funds,1,3.2,20,19,10,1,True,1,0
1853.24,card,bank_outage,1,5.7,13,20,6,3,True,0,0
819.82,upi,bank_outage,1,0.1,21,1,5,2,False,0,1
10104.21,subscription_mandate,authentication_failed,1,0.9,8,6,9,2,False,1,1
1606.38,subscription_mandate,insufficient_funds,1,1.7,18,23,10,2,True,1,0
1223.77,card,authentication_failed,3,6.2,29,16,4,2,True,0,0
2604.29,card,insufficient_funds,1,0.5,27,18,9,1,True,0,1
690.43,card,card_expired,1,5.7,16,7,2,0,False,0,0
2778.18,upi,insufficient_funds,1,1.7,24,10,8,0,True,1,1
9918.8,upi,card_expired,1,5.2,15,8,2,0,False,0,0
1805.9,upi,authentication_failed,1,2.2,20,10,8,0,True,0,1
3551.55,upi,insufficient_funds,1,2.2,28,1,4,0,True,0,1
2822.46,card,insufficient_funds,1,2.6,26,15,5,0,True,0,1
4263.92,card,insufficient_funds,2,5.8,4,6,2,2,False,1,1
3715.07,card,card_expired,1,0.6,23,20,10,0,True,0,0
3305.27,card,card_expired,2,3.1,6,21,9,0,False,0,1
834.0,upi,insufficient_funds,4,1.6,8,21,13,0,False,0,0
1017.49,card,card_expired,1,1.6,7,12,3,1,False,0,0
532.59,card,authentication_failed,2,0.8,29,19,7,0,False,1,1
2258.49,card,card_expired,1,1.2,21,20,5,1,True,0,1
1652.39,upi,network_timeout,4,1.4,13,9,3,0,False,0,1
3719.01,netbanking,authentication_failed,2,0.2,30,17,5,2,False,0,1
2303.34,card,insufficient_funds,1,1.6,14,15,7,2,False,0,1
401.49,upi,card_expired,3,3.2,3,4,5,0,False,0,0
1670.81,subscription_mandate,high_risk_fraud,3,7.1,24,13,17,1,True,1,0
744.34,card,network_timeout,3,0.3,18,14,20,0,True,0,1
874.69,card,card_expired,1,1.0,4,14,10,0,True,0,1
2296.11,card,insufficient_funds,2,2.5,27,2,8,0,True,0,1
4717.39,upi,authentication_failed,1,1.8,11,13,1,1,False,0,0
974.56,upi,insufficient_funds,1,0.4,12,8,7,2,True,1,1
4591.6,netbanking,insufficient_funds,5,1.8,15,10,2,0,False,0,0
3562.68,card,insufficient_funds,1,0.2,14,8,11,0,True,0,1
4282.91,subscription_mandate,network_timeout,1,4.3,19,15,6,2,True,1,1
1680.96,subscription_mandate,network_timeout,3,6.3,9,17,1,0,False,1,0
787.09,upi,card_expired,1,0.1,19,10,13,0,True,1,0
2429.7,subscription_mandate,insufficient_funds,2,4.1,25,9,2,0,False,1,1
9026.39,netbanking,insufficient_funds,1,3.0,30,15,6,3,True,0,1
1448.07,upi,authentication_failed,1,3.1,7,13,9,1,True,1,1
2290.8,card,insufficient_funds,1,0.1,8,11,20,2,True,0,1
3375.29,card,high_risk_fraud,1,1.2,12,19,10,0,False,0,0
7023.04,card,insufficient_funds,2,2.3,14,9,8,0,True,0,0
9073.62,upi,network_timeout,2,2.7,25,14,6,2,True,0,1
1186.07,card,card_expired,1,1.5,22,21,4,4,False,0,0
2753.79,upi,authentication_failed,1,1.1,4,13,5,2,False,0,0
28411.88,upi,bank_outage,1,2.2,17,9,4,2,False,0,1
908.14,card,network_timeout,1,6.9,9,14,13,1,True,1,1
1795.18,card,card_expired,1,0.7,18,1,10,1,True,0,1
1096.86,subscription_mandate,card_expired,3,1.3,6,13,8,0,True,1,0
849.25,card,high_risk_fraud,1,4.2,22,11,2,0,False,0,0
503.1,card,insufficient_funds,2,5.1,14,9,7,1,True,0,1
704.93,upi,insufficient_funds,1,4.3,27,20,10,2,True,1,1
1176.03,card,insufficient_funds,3,0.6,18,6,5,2,True,0,1
6940.74,upi,insufficient_funds,2,1.2,22,11,9,2,True,1,1
1248.71,card,authentication_failed,1,2.6,4,15,13,0,False,0,1
292.7,subscription_mandate,authentication_failed,1,0.6,18,14,3,2,False,1,1
6556.52,card,insufficient_funds,2,0.3,11,13,3,1,False,0,1
821.73,card,network_timeout,1,0.9,17,22,3,2,False,0,1
735.15,netbanking,card_expired,1,4.0,4,1,3,0,False,0,0
2750.73,subscription_mandate,authentication_failed,1,2.0,22,11,6,0,True,1,1
4975.09,card,network_timeout,4,0.1,17,18,10,1,True,1,1
914.42,card,card_expired,3,2.3,9,13,7,0,True,0,0
9889.69,card,network_timeout,5,4.7,2,9,14,0,True,0,1
3372.82,card,insufficient_funds,1,0.1,1,13,6,2,True,0,1
441.38,card,bank_outage,1,4.3,28,0,13,2,True,0,1
3225.59,upi,network_timeout,2,4.1,2,1,5,1,False,0,0
7138.11,upi,insufficient_funds,2,4.4,19,8,4,0,False,1,0
10172.12,card,bank_outage,1,0.8,5,13,4,0,True,0,1
5453.46,card,authentication_failed,1,0.1,15,11,10,1,False,0,1
1538.15,card,card_expired,2,4.1,23,9,12,1,False,0,0
1819.88,card,insufficient_funds,1,1.3,13,7,11,1,False,0,1
1375.29,card,card_expired,1,0.3,15,21,6,2,True,0,1
2719.13,card,insufficient_funds,1,2.2,31,19,7,0,True,0,1
6039.95,upi,network_timeout,1,2.3,17,18,10,3,True,0,1
1292.44,upi,high_risk_fraud,3,0.9,10,15,7,1,True,1,1
1208.5,upi,high_risk_fraud,1,1.3,18,10,4,1,True,0,1
4561.19,upi,authentication_failed,1,0.8,27,16,20,3,True,1,1
693.49,upi,bank_outage,1,0.9,17,14,6,2,False,0,1
6284.5,card,bank_outage,2,3.6,29,14,5,0,True,1,1
1462.39,card,authentication_failed,1,1.1,29,17,8,0,True,0,1
1064.53,card,insufficient_funds,1,1.6,1,15,6,0,True,1,1
1283.18,card,card_expired,1,4.0,1,19,7,0,False,0,1
1953.08,upi,card_expired,3,0.9,23,9,4,0,True,0,0
454.77,card,authentication_failed,2,1.1,3,18,9,0,False,1,1
2187.01,card,bank_outage,1,5.4,5,11,3,1,False,0,1
21164.33,subscription_mandate,insufficient_funds,1,1.4,4,12,10,1,False,1,1
5304.31,upi,authentication_failed,1,0.3,30,9,4,0,True,1,1
5693.9,card,network_timeout,2,1.2,13,18,4,1,True,0,1
3243.55,card,network_timeout,2,2.5,28,12,11,2,True,0,1
2335.84,card,insufficient_funds,1,0.2,11,18,9,0,True,0,1
1187.69,card,network_timeout,1,6.0,30,11,6,2,True,0,0
4421.03,upi,card_expired,2,5.8,16,7,6,1,False,1,1
2627.97,subscription_mandate,bank_outage,1,4.3,28,14,17,3,False,1,1
7654.93,card,bank_outage,1,5.3,2,11,9,2,False,0,1
441.24,netbanking,insufficient_funds,1,3.3,18,0,9,0,True,0,1
19911.5,subscription_mandate,card_expired,1,0.6,21,15,2,0,False,1,0
748.14,card,card_expired,2,1.8,5,14,10,0,False,0,0
2146.65,upi,insufficient_funds,1,0.0,4,9,18,2,False,1,1
3143.72,card,network_timeout,2,1.5,31,12,3,0,False,0,1
10087.02,card,authentication_failed,1,0.8,4,7,3,2,False,1,1
8137.58,upi,insufficient_funds,1,0.1,23,13,5,0,True,0,1
1047.17,card,network_timeout,2,0.1,18,14,15,1,False,0,1
793.12,upi,insufficient_funds,2,2.2,23,9,5,0,True,0,0
1272.45,upi,card_expired,1,2.2,9,15,5,2,True,0,0
2839.46,upi,network_timeout,1,1.2,2,18,8,1,True,1,1
300.92,upi,card_expired,3,1.5,25,10,3,0,False,0,1
457.68,upi,network_timeout,1,1.2,13,3,3,1,False,0,1
4961.73,subscription_mandate,high_risk_fraud,1,2.1,29,21,3,0,False,1,0
1049.78,netbanking,insufficient_funds,2,2.0,9,18,29,0,True,0,1
6873.8,subscription_mandate,network_timeout,1,0.8,21,19,13,1,True,1,1
15461.32,upi,insufficient_funds,3,0.4,8,9,6,0,True,0,1
3029.06,upi,network_timeout,1,6.9,26,11,7,0,False,0,1
1302.1,netbanking,insufficient_funds,1,3.6,14,11,6,1,False,0,0
1338.73,card,insufficient_funds,1,0.2,10,18,11,0,True,0,1
790.67,subscription_mandate,insufficient_funds,1,0.5,31,18,5,2,True,1,1
1810.73,subscription_mandate,insufficient_funds,4,2.0,28,1,12,0,True,1,1
2986.02,upi,network_timeout,2,0.7,10,21,5,0,True,1,1
1911.14,upi,network_timeout,3,6.9,29,13,17,0,False,0,1
3133.93,netbanking,insufficient_funds,2,1.6,9,3,13,0,True,0,1
14621.53,upi,authentication_failed,1,0.2,29,16,1,0,False,0,0
1497.0,card,card_expired,3,14.0,31,16,17,0,True,1,0
1749.74,card,bank_outage,4,2.8,24,12,0,0,False,0,0
6289.84,subscription_mandate,network_timeout,2,0.7,1,16,8,0,True,1,1
1448.49,upi,authentication_failed,1,1.1,5,10,7,1,True,0,1
18484.49,subscription_mandate,bank_outage,1,0.6,11,12,7,0,True,1,1
6303.98,upi,bank_outage,4,1.7,26,16,19,2,False,0,1
2217.8,card,card_expired,3,3.1,23,11,9,3,True,0,0
3210.26,card,insufficient_funds,2,0.4,9,18,6,1,True,0,1
590.92,upi,network_timeout,2,4.4,23,15,3,0,False,0,1
4098.36,card,bank_outage,1,7.8,19,16,15,0,False,0,1
2148.37,card,network_timeout,2,4.0,29,18,9,3,False,0,1
1940.3,card,insufficient_funds,1,0.2,17,16,4,0,True,0,1
6327.8,upi,insufficient_funds,1,3.6,16,11,8,1,True,0,1
1187.47,card,insufficient_funds,2,4.1,24,13,5,2,True,0,0
353.57,subscription_mandate,card_expired,1,4.2,13,11,6,2,True,1,0
4821.96,upi,network_timeout,1,0.9,8,18,3,1,False,0,0
3031.87,card,bank_outage,1,5.2,23,10,3,1,False,0,1
230.29,card,high_risk_fraud,1,10.2,23,8,4,0,True,0,0
415.61,card,authentication_failed,2,0.3,2,14,7,0,False,0,1
1014.38,upi,insufficient_funds,2,3.8,12,18,5,2,True,0,1
3162.18,upi,bank_outage,1,4.3,2,11,1,1,False,0,1
1004.09,upi,insufficient_funds,2,3.8,26,12,10,0,False,0,1
4114.53,card,network_timeout,2,4.3,3,22,7,0,True,0,1
2211.8,card,network_timeout,1,2.8,22,18,0,0,False,0,0
1226.67,card,insufficient_funds,1,0.2,16,17,3,0,False,0,0
1290.79,card,insufficient_funds,2,0.8,13,10,15,1,False,0,1
248.2,upi,insufficient_funds,1,1.3,3,16,2,1,False,0,1
6476.28,card,network_timeout,1,1.3,8,14,3,1,False,0,1
1999.82,subscription_mandate,authentication_failed,4,2.0,7,17,8,1,True,1,0
1654.48,netbanking,authentication_failed,1,1.6,10,20,9,1,True,1,1
1515.44,upi,high_risk_fraud,3,4.7,20,14,11,0,True,0,0
1190.64,card,insufficient_funds,4,2.2,12,16,2,0,False,0,0
24682.67,card,network_timeout,1,0.4,6,11,15,1,True,0,1
804.75,card,authentication_failed,4,0.7,22,17,9,1,True,1,1
567.49,upi,network_timeout,1,0.0,14,6,4,2,False,1,1
5812.49,upi,high_risk_fraud,1,4.9,27,13,9,1,True,1,0
2200.76,card,network_timeout,1,0.9,30,14,5,3,False,1,1
1568.98,card,card_expired,1,0.6,23,11,14,0,True,0,1
6086.93,card,insufficient_funds,2,1.2,18,18,18,0,True,1,1
2992.78,netbanking,insufficient_funds,1,1.6,12,2,6,0,True,0,1
11311.61,card,insufficient_funds,1,2.2,2,14,9,1,True,0,0
3473.2,netbanking,insufficient_funds,2,0.6,18,19,4,1,True,1,0
871.05,upi,insufficient_funds,1,10.0,3,19,2,1,False,1,1
4578.44,card,insufficient_funds,4,4.6,12,10,0,0,False,0,0
1579.58,upi,insufficient_funds,1,2.4,26,2,14,1,True,0,1
2714.96,card,authentication_failed,1,2.1,6,10,9,0,True,0,1
4629.51,card,card_expired,1,0.5,17,17,4,2,True,0,0
1517.24,card,authentication_failed,2,5.5,4,18,5,2,False,0,0
4659.88,card,network_timeout,1,2.8,8,17,3,1,False,0,1
4123.79,subscription_mandate,network_timeout,1,1.7,25,7,12,1,True,1,0
3677.58,subscription_mandate,card_expired,1,2.8,13,21,2,2,False,1,1
2024.62,card,bank_outage,2,3.8,2,20,3,0,False,0,1
316.19,upi,card_expired,3,8.6,24,19,6,0,True,0,0
2820.37,card,high_risk_fraud,3,3.3,28,17,0,1,False,0,0
649.24,card,card_expired,1,0.5,27,14,5,0,True,0,0
1200.63,upi,insufficient_funds,3,1.5,17,8,5,2,False,0,1
2811.03,upi,insufficient_funds,2,1.3,11,18,4,2,True,0,1
602.36,card,insufficient_funds,1,6.5,13,17,19,0,True,0,1
227.26,upi,card_expired,2,0.3,2,16,12,2,True,1,1
2429.12,upi,bank_outage,1,2.0,11,11,5,0,True,1,1
3084.48,upi,insufficient_funds,1,2.7,26,12,9,0,True,0,1
1520.47,netbanking,card_expired,1,10.2,9,18,1,0,False,0,0
3976.69,card,insufficient_funds,2,1.2,5,6,1,0,False,1,1
381.9,netbanking,card_expired,1,0.3,22,4,2,1,False,0,1
1808.16,netbanking,high_risk_fraud,1,1.2,9,8,8,0,True,0,1
3314.53,card,card_expired,1,0.6,1,9,16,0,False,0,0
2622.18,card,network_timeout,3,5.4,15,16,10,1,False,1,1
2559.79,card,card_expired,1,0.7,18,13,7,1,True,1,1
3209.85,card,card_expired,1,2.2,14,12,5,1,True,0,1
2014.79,card,high_risk_fraud,1,0.2,12,10,6,2,True,0,0
3681.13,card,network_timeout,3,2.9,17,16,8,1,True,0,1
1256.34,card,insufficient_funds,2,0.5,26,14,10,0,False,0,1
3093.67,card,bank_outage,1,0.5,5,16,2,0,False,0,1
783.71,upi,bank_outage,3,5.0,26,17,5,0,False,0,0
8911.24,card,insufficient_funds,1,1.1,4,22,6,0,True,0,1
2098.51,card,bank_outage,1,0.4,21,18,4,1,False,0,0
2490.26,card,insufficient_funds,1,1.5,28,9,2,1,False,0,0
1531.71,upi,card_expired,1,4.0,16,9,5,2,False,0,0
1258.43,card,insufficient_funds,3,6.2,27,16,6,0,False,0,1
7678.43,netbanking,insufficient_funds,1,5.7,16,6,7,0,True,0,1
3293.28,upi,card_expired,1,5.7,9,19,1,0,False,0,0
2662.56,card,insufficient_funds,2,0.7,21,10,5,2,False,0,0
3271.28,card,insufficient_funds,2,0.3,20,15,8,0,True,1,1
12070.18,card,card_expired,2,3.3,18,16,6,0,True,0,0
3018.14,upi,bank_outage,1,5.7,6,8,20,2,False,1,1
1789.75,card,insufficient_funds,1,4.4,1,0,13,0,True,0,1
2905.35,card,insufficient_funds,2,3.8,10,19,20,0,True,0,1
5156.32,card,insufficient_funds,2,0.1,22,18,10,1,False,0,0
9805.15,upi,authentication_failed,2,6.1,19,10,4,1,False,0,1
6172.06,card,bank_outage,2,0.7,5,15,13,1,True,0,1
889.09,upi,network_timeout,1,3.0,21,19,4,0,False,0,1
1029.91,upi,authentication_failed,1,0.5,18,23,4,2,True,1,1
2224.19,upi,bank_outage,1,6.7,19,14,1,0,False,0,1
5026.76,upi,network_timeout,1,7.1,1,22,10,0,True,0,1
6269.26,card,insufficient_funds,1,0.7,18,13,7,1,True,0,1
7347.08,upi,card_expired,1,1.3,28,5,21,1,True,0,1
2122.01,subscription_mandate,card_expired,1,6.1,15,13,2,1,False,1,0
2061.78,card,network_timeout,1,2.0,1,8,6,0,True,0,1
1535.81,upi,high_risk_fraud,1,3.3,19,16,5,1,True,1,0
1204.5,card,authentication_failed,1,1.3,15,15,9,0,True,0,1
2330.25,card,bank_outage,4,3.1,30,13,4,0,True,0,1
641.54,card,authentication_failed,1,2.9,14,10,6,0,True,0,1
4463.24,card,authentication_failed,1,5.1,24,14,18,0,True,0,1
1742.03,upi,insufficient_funds,1,0.3,22,7,7,2,False,1,1
5801.58,card,bank_outage,2,1.1,19,1,11,0,False,1,1
866.94,upi,network_timeout,1,2.4,18,11,7,0,False,0,1
2298.4,netbanking,network_timeout,1,2.0,31,7,8,0,True,0,1
3382.38,upi,insufficient_funds,1,1.5,21,19,4,1,False,0,1
1167.69,upi,authentication_failed,3,1.7,23,4,9,0,True,1,1
4969.97,upi,insufficient_funds,3,0.3,24,11,7,0,True,0,1
5907.43,upi,bank_outage,2,4.5,20,17,3,1,False,0,1
974.98,upi,insufficient_funds,1,0.3,18,14,4,1,True,0,1
708.17,upi,bank_outage,1,2.0,26,13,3,1,False,1,1
2940.77,card,network_timeout,1,0.1,14,12,3,3,False,1,1
623.27,card,bank_outage,1,2.9,15,19,6,2,False,0,1
5555.44,upi,card_expired,2,2.4,24,7,12,2,True,1,1
3016.33,card,card_expired,1,0.2,18,9,3,2,False,0,0
5404.62,card,card_expired,1,1.8,23,11,8,2,False,0,0
1250.54,upi,card_expired,1,0.5,15,12,9,2,True,0,1
9042.79,upi,authentication_failed,2,0.6,18,19,7,0,False,0,1
887.06,upi,authentication_failed,1,1.7,17,12,6,0,False,1,1
5205.7,netbanking,bank_outage,1,0.4,20,15,13,1,True,0,1
2973.59,card,card_expired,1,1.2,8,14,4,0,True,0,1
1055.67,card,authentication_failed,3,1.8,7,11,9,3,True,0,0
3652.7,subscription_mandate,insufficient_funds,1,0.3,15,15,3,0,False,1,1
8075.81,subscription_mandate,network_timeout,1,0.9,13,9,5,1,False,1,1
1113.4,upi,network_timeout,1,2.3,15,20,5,1,False,0,1
3665.36,card,network_timeout,1,10.2,28,13,5,1,True,0,1
5921.73,upi,authentication_failed,1,1.1,1,15,12,0,False,0,1
2098.78,upi,insufficient_funds,1,1.3,17,20,7,2,False,0,1
1900.85,card,insufficient_funds,1,1.1,14,22,3,0,False,1,0
5188.46,card,insufficient_funds,4,4.7,22,8,7,2,True,0,0
4088.95,upi,insufficient_funds,3,0.6,3,16,4,0,False,0,1
2153.18,upi,network_timeout,1,1.4,6,14,5,1,True,0,1
2624.41,upi,insufficient_funds,1,1.4,26,21,10,1,False,1,1
2543.78,card,insufficient_funds,1,5.0,9,19,11,0,False,0,1
1378.81,card,insufficient_funds,1,3.0,19,16,3,2,False,0,0
1808.03,card,insufficient_funds,2,0.8,16,10,8,0,True,0,1
8009.3,card,insufficient_funds,2,4.2,15,3,10,0,True,0,1
2398.95,subscription_mandate,network_timeout,1,1.9,1,7,0,2,False,1,1
2466.78,upi,network_timeout,1,1.2,22,15,4,0,False,0,1
871.34,subscription_mandate,insufficient_funds,1,6.4,25,15,2,2,False,1,1
11199.91,upi,bank_outage,1,2.5,8,16,4,1,False,0,1
2159.68,card,insufficient_funds,3,0.9,21,9,5,2,True,1,1
2404.14,card,authentication_failed,1,0.6,15,9,7,0,True,0,0
418.79,upi,insufficient_funds,1,0.8,31,9,11,2,True,0,1
5815.81,card,authentication_failed,1,1.9,6,8,4,1,False,0,1
8426.05,upi,authentication_failed,1,1.0,8,18,9,1,True,0,0
1151.33,card,insufficient_funds,2,3.9,12,17,9,0,True,0,0
1779.98,subscription_mandate,card_expired,2,1.6,26,9,5,0,True,1,0
5774.52,card,card_expired,1,0.2,4,0,6,2,True,0,1
3918.47,card,insufficient_funds,1,0.4,28,17,1,1,False,1,1
1637.96,card,bank_outage,1,2.7,4,9,7,1,True,0,1
1378.95,upi,bank_outage,2,3.3,25,10,12,2,False,0,1
5687.69,upi,insufficient_funds,1,6.4,1,0,8,0,True,1,1
2091.17,card,insufficient_funds,1,2.2,4,16,6,1,False,1,1
4611.68,upi,authentication_failed,2,1.4,31,10,16,0,True,1,1
1320.59,card,card_expired,1,5.2,7,9,7,0,True,0,0
1950.7,card,card_expired,2,4.0,22,17,8,1,True,0,0
1573.15,upi,bank_outage,2,5.6,18,20,1,0,False,0,1
2605.1,card,insufficient_funds,1,0.9,17,8,22,1,True,1,1
581.73,card,insufficient_funds,2,3.2,30,10,6,0,True,1,1
764.78,card,card_expired,2,2.0,5,10,13,1,False,0,1
3746.08,card,insufficient_funds,1,3.9,12,15,9,0,True,0,1
2708.7,netbanking,network_timeout,1,3.3,27,14,6,0,False,0,1
1276.58,upi,bank_outage,3,7.1,1,18,7,2,False,0,1
1936.03,card,high_risk_fraud,1,6.9,14,8,4,3,True,0,0
2070.0,upi,insufficient_funds,2,0.9,30,14,5,1,True,0,1
1701.89,upi,high_risk_fraud,2,0.4,11,10,11,1,True,0,0
1010.91,card,network_timeout,2,0.4,8,20,13,0,True,1,1
9157.86,card,authentication_failed,3,2.8,16,3,5,2,True,0,0
4313.88,card,insufficient_funds,1,0.8,17,1,3,1,False,0,1
8973.13,card,card_expired,2,2.6,12,23,5,0,False,0,1
32362.8,card,bank_outage,3,0.6,2,17,10,0,True,1,1
1392.71,upi,bank_outage,1,2.3,18,12,4,0,False,0,1
6804.83,upi,insufficient_funds,3,3.4,27,20,15,1,False,1,1
5600.32,card,bank_outage,1,14.0,27,11,8,0,True,0,1
9133.55,card,network_timeout,1,0.7,18,10,7,1,False,0,1
12630.03,card,card_expired,1,0.4,8,17,9,1,True,1,1
47808.0,card,bank_outage,5,5.3,16,12,9,2,False,1,0
2043.75,card,card_expired,1,1.6,29,18,2,1,False,0,0
435.04,upi,card_expired,1,3.5,15,2,12,1,True,0,1
13371.31,upi,insufficient_funds,1,2.4,12,10,16,2,True,1,1
3975.32,card,network_timeout,2,2.4,10,17,7,0,True,0,1
3267.51,upi,bank_outage,3,1.1,5,23,3,0,False,1,1
1023.25,card,bank_outage,2,1.2,13,11,5,1,False,1,1
1087.23,upi,network_timeout,1,0.1,9,14,5,2,False,1,0
2312.39,upi,insufficient_funds,2,2.4,13,12,4,0,True,1,0
1419.06,subscription_mandate,bank_outage,1,3.1,27,17,7,0,True,1,1
8148.6,card,insufficient_funds,3,2.0,9,21,24,0,True,0,0
9631.5,card,card_expired,1,1.8,13,23,5,2,True,0,0
3323.08,card,insufficient_funds,4,12.2,27,15,3,1,False,0,1
614.04,upi,insufficient_funds,2,0.1,27,21,3,0,False,0,0
277.31,card,authentication_failed,1,2.9,26,17,10,2,True,0,0
4764.07,upi,high_risk_fraud,1,1.4,24,15,4,1,False,0,0
6769.66,upi,insufficient_funds,1,0.9,24,13,10,0,True,1,1
4229.87,netbanking,bank_outage,1,1.9,25,11,17,0,False,0,1
3352.08,card,authentication_failed,1,1.7,17,4,7,0,True,1,1
6272.4,card,authentication_failed,2,2.5,4,17,9,1,False,0,1
942.07,upi,card_expired,1,1.6,4,22,4,0,True,1,0
1451.38,upi,card_expired,2,2.2,11,3,14,1,True,0,1
1258.11,card,insufficient_funds,1,1.4,12,9,15,1,True,0,1
1327.93,subscription_mandate,insufficient_funds,1,11.8,2,22,5,1,True,1,1
1388.35,subscription_mandate,insufficient_funds,1,0.4,4,19,1,0,False,1,1
12134.03,netbanking,bank_outage,2,0.9,6,20,7,0,True,0,1
3936.87,subscription_mandate,bank_outage,2,1.2,21,10,8,0,True,1,1
3066.41,card,card_expired,2,2.8,11,0,2,2,False,0,0
630.39,subscription_mandate,insufficient_funds,1,2.0,22,12,6,3,True,1,1
433.02,card,network_timeout,1,0.5,15,18,14,1,False,1,1
1126.45,card,bank_outage,3,1.0,7,12,6,0,False,0,1
11167.93,card,insufficient_funds,2,7.1,9,16,5,4,True,0,0
8953.76,upi,bank_outage,1,1.5,16,11,7,0,True,0,1
6445.18,card,network_timeout,2,0.5,27,9,9,1,False,0,1
1256.55,card,network_timeout,1,1.1,30,13,2,1,False,0,1
8540.38,card,insufficient_funds,2,0.8,7,5,5,1,True,0,0
2900.63,upi,high_risk_fraud,4,12.1,22,15,3,1,False,1,0
11376.19,card,insufficient_funds,2,2.1,26,10,10,1,True,0,0
5864.54,card,insufficient_funds,1,6.7,10,13,4,0,True,0,0
1274.66,subscription_mandate,insufficient_funds,2,1.6,16,21,8,2,False,1,1
701.18,card,bank_outage,2,2.6,8,16,10,3,False,0,1
4740.15,upi,card_expired,1,0.9,14,5,1,1,False,0,0
825.23,subscription_mandate,insufficient_funds,1,1.7,12,6,17,1,False,1,1
2633.9,upi,insufficient_funds,1,0.1,7,15,8,1,True,0,1
5413.59,card,insufficient_funds,1,7.1,26,10,3,0,False,0,1
13799.71,upi,network_timeout,2,2.8,18,13,3,1,False,0,1
835.71,upi,card_expired,2,3.4,9,20,1,0,False,1,0
20516.13,subscription_mandate,card_expired,1,2.8,24,16,11,0,True,1,1
223.85,upi,card_expired,1,0.2,1,20,8,0,True,0,1
1028.89,upi,insufficient_funds,2,6.9,3,16,5,0,False,1,1
1218.22,subscription_mandate,bank_outage,3,1.0,25,11,5,0,False,1,1
918.79,card,network_timeout,1,13.7,31,18,7,3,True,0,1
351.85,card,bank_outage,1,0.2,8,23,1,0,False,0,1
867.95,upi,network_timeout,1,5.8,11,11,9,1,False,1,1
2836.74,card,card_expired,2,1.5,8,12,4,0,True,1,1
1942.23,card,authentication_failed,2,0.5,12,10,4,1,True,0,0
3751.66,card,card_expired,1,1.0,9,11,9,0,True,0,1
18143.53,card,high_risk_fraud,1,1.5,20,16,13,0,True,0,0
1658.89,card,insufficient_funds,2,1.7,24,16,3,4,False,1,0
990.03,netbanking,card_expired,1,3.3,21,13,5,1,True,0,1
1429.22,upi,card_expired,2,0.6,12,17,7,2,False,0,0
2668.23,upi,insufficient_funds,3,2.3,13,15,8,0,True,0,1
4083.12,card,network_timeout,2,2.3,30,17,3,0,False,1,1
3838.4,card,bank_outage,2,2.4,6,1,9,0,False,1,1
5959.79,subscription_mandate,insufficient_funds,2,0.5,17,9,2,1,False,1,1
5705.99,upi,card_expired,2,0.4,20,18,9,3,True,1,0
1789.52,netbanking,bank_outage,2,0.9,4,10,13,1,True,0,0
1774.29,card,card_expired,1,5.1,30,10,5,0,True,0,1
4015.89,subscription_mandate,high_risk_fraud,1,14.0,28,9,4,0,False,1,0
2085.32,upi,insufficient_funds,2,3.1,5,18,4,1,False,0,1
1597.13,subscription_mandate,insufficient_funds,2,11.1,13,18,9,1,False,1,1
1297.01,upi,authentication_failed,2,4.2,18,10,13,0,False,0,1
1973.36,upi,bank_outage,1,0.0,18,11,16,1,False,0,1
3375.36,netbanking,network_timeout,1,3.6,24,17,12,0,True,0,1
3974.05,upi,insufficient_funds,2,1.2,26,9,6,1,True,0,1
10155.05,upi,insufficient_funds,1,2.9,18,14,4,0,True,0,1
1277.54,card,card_expired,1,2.7,7,18,6,0,False,0,1
659.16,upi,authentication_failed,2,0.8,17,18,11,1,True,0,1
939.76,card,insufficient_funds,1,4.1,2,8,2,2,False,0,1
1465.02,card,card_expired,1,0.6,23,18,3,5,False,0,0
4159.94,subscription_mandate,insufficient_funds,1,1.8,28,11,12,0,True,1,1
1314.61,subscription_mandate,bank_outage,3,1.0,21,14,7,0,False,1,1
1340.12,upi,authentication_failed,1,1.5,30,0,6,0,True,1,1
3894.31,upi,card_expired,1,0.1,13,7,4,1,False,0,1
447.46,card,insufficient_funds,2,4.6,20,0,8,1,False,0,0
15846.32,upi,card_expired,1,5.3,17,12,15,0,False,0,0
2049.58,card,insufficient_funds,4,3.5,29,17,7,2,True,1,1
2654.5,upi,insufficient_funds,1,0.9,12,17,3,0,False,1,1
19242.02,card,bank_outage,1,1.4,6,21,2,0,False,0,1
1035.56,upi,insufficient_funds,1,0.2,14,15,14,2,False,0,1
4081.02,card,insufficient_funds,4,7.3,31,9,6,0,False,0,0
5586.12,card,insufficient_funds,1,2.9,1,20,10,2,False,1,0
6891.47,card,authentication_failed,1,3.4,22,12,4,0,True,0,1
1378.15,upi,insufficient_funds,2,1.9,8,9,6,2,True,0,0
6714.13,card,bank_outage,2,4.3,27,17,9,1,True,0,1
1610.85,upi,network_timeout,1,7.0,11,19,8,3,False,0,1
4565.27,card,insufficient_funds,4,0.3,15,11,5,0,True,0,0
1438.46,netbanking,insufficient_funds,2,1.8,30,20,12,1,True,1,1
